ResponseId,evidence_free,evidence_based,speech_id,text,item_id,party,chamber,decade_group,starting_year,bin,evidence_minus_intuition_score
R_a2zYKM11rSednBT,4.0,2.0,910208774,Oh. I amn not denying the quoteand I think the gentleman would not deliberately misquote the Attorney General.,181,Democrat,H,9,1969,"(-4.308, -2.258]",-0.9666106
R_a2zYKM11rSednBT,2.0,4.0,920065997,and mamer in which local ecological disturbances may combine and grow will become vitally important. Such comprehensive and constant environmental surveillance can only be accomplished by satellite. In respect to food production. satellites have already demonstrated their ability to locate crop failures caused by blight or disease. Satellites may also help as to locate. develop. and maintain food sources in the oceans. Of paramount importance both to our understanding of the effects of pollution and to the monitoring of our natural resources is the gathering of reliable baseline data that will help us to know and understand the natural fluctuations of our ecology and to assess the effects of manmade changes. Finally. we do not and cannot claim that space alone has created all the new productivity we enjoy today. we can say. however. that it would have been significantly less without the dynamic leverage of the space program. To,493,Republican,S,9,1971,"(1.659, 3.963]",1.9636465
R_a2zYKM11rSednBT,1.0,5.0,960213087,under the Cleari Air Act of which(A) $46.624.000 is for the Health and Ecoogical effects program. (B) $4.050.000 is for the Industrial Proceses program. and (C) $21.289.000 is for the Monitoring and rechnical Support program. (7) $10.243.000 for solid waste activities authorized under the Resource Conservation and Recovery Act. of which(A) $8.143.000 is for the Public Sector Activities program. and (B) $2.100.000 is for a Hazardous Waste program. of which(1) $30.000 shall be used for a study of nonnuclear hazardous waste disposal ineluding consideration of the effects of such disposal on the environment. and a general review of disposal technology. alternatives to disposal. and options for containing or removing hazardous wastes already in the environment. The Administrator of the Environmental Protection Agency shall enter into appropriate arrangements with the National Academy of Sciences to conduct this study. The Academy should complete the study within eighteen months after funding arrangements have,219,Democrat,S,10,1979,"(1.499, 3.565]",3.2832236000000004
R_a2zYKM11rSednBT,1.0,5.0,970049394,Mr. Speaker. on June 30. 1981. we will commemorate the 40th anniversary of the restoration of Ukrainian Independence. On June 30. 1941. Ukrainian underground fighters occupied strategic points in the Capitol of West Ukraine. Lviv. Ukrainian leaders issued a proclamation of the restoration of Ukrainian independence. and a provisional government was appointed. Mr. Yaroslav Stetsk. a prominent leader of the Organization of Ukrainian Nationalists. became Prime Minister. Despite the tragedies endured by the Ukrainian people in this struggle. they remain aware of the sacrifices made. and that they never were defeated in a military sense. Instead their organization decentralized and melted away in the deep underground where they continued the Ukrainian national liberation struggle by means appropriate to changed conditions. The Soviet Russians are also aware of these facts and this explains why the events of June 30. 1941. are of extreme significance. The importance of this event cannot be downplayed. On the 40th anniversary of the restoration of Ukrainian independence. I feel that we. as members of an institution that epitomizes the belief in freedom. should rise and commemorate this day as Ukrainian Independence Day.e,210,Democrat,E,10,1981,"(-2.632, -0.567]",-0.91794163
R_a2zYKM11rSednBT,2.0,4.0,980049737,Only in this way will we have all the facts before us which will lead to a reasonable and responsible decision. The lands are not threatened while we wait. While In the further planning status. their wilderness qualities will be protected. It would make sense to wait until the forest planning process is complete and the delegation reaches a compromise. It is entirely likely that we would then be able to unanimously support the bill. a position all of us would prefer to be in. The bill does -contain the needed release and sufficiency language but it Is unlikely it will become law before the wilderness issue is worked out. Therefore. I urge my colleagues to oppose the bill in order to force the necessary delay.,508,Republican,H,10,1983,"(-0.344, 1.706]",0.5945411
R_3I0Og9RTdOADlrE,4.0,2.0,1020023215,Mr. Speaker. I thank the gentleman for yielding me this time. Mr. Speaker. the gentleman from New York has to be personally complimented by me for advancing my proposal in front of the Rules Committee and special thanks to the gentleman from California for endorsing it in that very same body. It was a modest proposal. one that everyone understands. The budget that broke down last fall and which will be remembered by the American public broke down at a point when our troops were poised for battle in the Persian Gulf and the U.S. Government shut down. Why did it shut down? Because the Congress was irresponsible. It continues to be irresponsible year after year. allowing the fiscal deadline of September 30 to come and go without fashioning a budget. and what does it resort to? Temporary funding measures beginning October 1 to another date. like October 15 or,526,Republican,H,11,1991,"(-2.325, -0.418]",-0.5146039000000001
R_3I0Og9RTdOADlrE,5.0,1.0,1020079735,I even had my motherinlaw there. and she does not even like airplanes.,520,Republican,H,11,1991,"(-4.24, -2.325]",-1.0459747
R_3I0Og9RTdOADlrE,2.0,5.0,1020242264,"Mr. President. today the Senate takes up the the conference report to accompany H.R. 5334. the National Affordable Housing Act Amendments of 1992. One important section of that bill is title X. the Residential LeadBased Paint Hazard Reduction Act of 1992. This title includes important provisions aimed at reducing the threat of lead poisoning in children. In addition. title X contains a provision directing the Environmental Protection Agency to promulgate regulations. within 18 months. to identify leadcontaminated soils. This provision and the definition in the bill of ""leadcontaminated soils"" is of concern to me and to the citizens of Aspen. Telluride. Leadville. and other Colorado communities. EPA should interpret the language in title X as an indication of the need for regulations that reflect appropriate and varying action levels for lead in soils. EPAs rules should provide for the necessary sitebysite analysis that is implicit in the bills definition of",532,Republican,S,11,1991,"(1.489, 3.396]",2.2221255
R_3I0Og9RTdOADlrE,2.0,4.0,1080068641,remains an inseparable part of our Nations overall foreign policy. national security and economic interests. This is a responsible bill that effectively allocates the foreign assistance that we have available. For the first time ever. this foreign operations bill includes funding for the Millennium Challenge Account. some $800 million. Our President deserves some great credit for proposing this initiative. The strength of the MCA. or Millennium Challenge Account. is that it focuses responsibility for economic growth on the policies of the governments of developing countries. One important lesson the United States has learned from our experience is financial assistance can only be effective when developing countries are committed to establishing the necessary economic. legal. and political reforms. With our financial assistance. we can help a country grow. but we cannot make a country grow. The governments have to have the tight policies in place. In light of this reality. MCA,551,Republican,H,12,2003,"(-0.713, 1.526]",0.25634387
R_3I0Og9RTdOADlrE,5.0,1.0,1110144168,"memberships. care for veterans in prison and unapproved drugs and devices. Section 4 of H.R. 5953 states: ""Nothing in this Act shall be construed to establish a right to any service excluded under 38 CFR 17.18. as in effect on the date of enactment of this Act."" Specifically the services listed as exclusions under 38 CFR 17.38 as of the date of enactment of H.R. 5953: (1) Abortions and abortion counseling. (2) In vitro fertilization. (3) Drugs. biologicals. and medical devices not approved by the Food and Drug Administration unless the treating medical facility is conducting formal clinical trials under an Investigational Device Exemption. IDE. or an Investigational New Drug. IND. application. or the drugs. biologicals. or medical devices are prescribed under a compassionate use exemption. (4) Gender alterations. (5) Hospital and outpatient care for a veteran who is either a patient or inmate in an institution of another government",576,Republican,H,13,2009,"(1.305, 3.174]",2.3099572999999998
R_3I0Og9RTdOADlrE,4.0,2.0,460140767,What I mean is to cast a veil of oblivion over the whole thing.,3,Democrat,H,0,1881,"(-4.995, -2.779]",-2.0922381999999997
R_3I0Og9RTdOADlrE,2.0,4.0,480037258,We know that we will reduce the revenue about $120.000.000 annually. We know that we will save over $5.000.000 paid annually to over 5.000 internalrevenue officers employed to collect it. and at least five millions more that is paid out annually in costs. fees of professional witnesses. spies. informers. marshals. attorneys. and others. Thus at one swoop we would save at least $10.000.000 in salaries and expenses. which could be added to other receipts of the Government. The repeal of this law would rid the country of many thousand men employed in the execution of the law who care tbr nothing save the money they can make out of it. whether honestly or not. and who are a curse to the country and a disgrace to the Government. Do this and the people who have been harassed and bedeviled by this class of men will once more feel like free,14,Democrat,H,0,1883,"(-0.572, 1.636]",-0.66071606
R_3I0Og9RTdOADlrE,3.0,4.0,550012724,To leave those reservations open. to take off the ban from them. and leave them open to indiscriminate grabbing for six or eight years. while the survey is being completed. would be to defeatthe beneficent purpose at which we are all aiming. To a very large extent that would be the case. No. sir. if I were Secretary of the Interior. I think I would not open all those lands. I would hold the reserving edict over them and give relief to such portions as might be necessary to do justice. I can not vote for anything which unreservedly repeals the reservations.,327,Republican,S,1,1897,"(-0.673, 1.381]",0.49141723
R_3I0Og9RTdOADlrE,5.0,1.0,550074750,And now I want to baptize the gentleman before he backslides.,317,Republican,H,1,1897,"(-4.789, -2.727]",-1.0813496
R_3I0Og9RTdOADlrE,2.0,4.0,550133425,Mr. Speaker. in the discussion of the project advanced by the pending resolution it is evident that we are not occupied -with the benefits that are to accrue to the people of Hawaii. but our concern is how our people are to be affected. I take this to be the sole question at issue with us. I shall make no attempt to convince those who in this or any other matter of public import assume the position that the policy of our Government should seek to benefit any people save our own. Those who argue that we should annex Hawaii because it will result beneficially to the people of the islands will not be heard patiently by me. nor shall I stoop to argue the matter with them. The advantage or disadvantage to them is a question 6f supreme indifference to me. Let them look to their own interests. The,33,Democrat,H,1,1897,"(-0.877, 1.313]",-1.1851321000000001
R_3I0Og9RTdOADlrE,5.0,4.0,590041593,But do we not give them additional duties and additional powers in the joint resolution?,57,Democrat,S,2,1905,"(1.409, 3.442]",1.4393194999999999
R_3I0Og9RTdOADlrE,4.0,2.0,620165473,I will say in answer to that that we had better try and get along for a little while without the assistance of the railroads and their Wall Street allies. and if we find. then. that we can not get along without them. it will b3 time to change that policy.,71,Democrat,H,3,1911,"(-0.861, 1.475]",-0.62978214
R_3I0Og9RTdOADlrE,2.0,3.0,620250550,And the conferees agroe to that after we defeated it so overwhelmingly in this House?,64,Democrat,H,3,1911,"(-5.542, -3.197]",-1.1936624
R_3I0Og9RTdOADlrE,3.0,2.0,630011953,Mr. Chairman. jugt to get straight this matter of the manufacturers indorsement of this bill. I want to say that I never heard of any manufacturer in the woolen interest protesting against it. and I have no doubt in the world that typical standpatters like my friend PAYNE and my friend FORaDNEY and my friend MOORE would never have voted for it if they had ever had any protest against it from the manufacturers.,66,Democrat,H,3,1913,"(-3.197, -0.861]",-2.1194015
R_3I0Og9RTdOADlrE,2.0,5.0,640049993,"If the gentleman will read that language carefully he will see that the words ""prior to the date of final assignment and prior to final proof."" as they stand in the bill. without a comma between them. are one common proposition. and that standing in the bill as they do. they would validate cases where conformation of.farm units was not only prior to the date of final proof. but the assignment was prior to the date of final proof.",375,Republican,H,3,1915,"(1.466, 3.618]",2.1151972000000003
R_3I0Og9RTdOADlrE,2.0,4.0,670139279,The bill that is presented now is based upon the theory-,395,Republican,S,4,1921,"(1.647, 3.797]",0.8136595
R_3I0Og9RTdOADlrE,4.0,3.0,670249800,at the last session of the legislature. This law is now being tested in the Supreme Court. asd I have no hesitation in saying that its constitutionality will be upheld. There are prospects of further State legislation. It is the judgment of all dairying and farm organizations represented in Washington that with tie State legislation and the enactment of this bill ito law we shall have :a remedy which will effectually outlaw lilled milk. [NOvE.-The bill passed the House on May 25. 1922. by a vote of 250 to 40.1,389,Republican,H,4,1921,"(-0.503, 1.647]",0.02296707
R_3I0Og9RTdOADlrE,5.0,2.0,670256812,A rule could not be made so as to make it possible of practicable application.,392,Republican,H,4,1921,"(1.647, 3.797]",2.1777713
R_3I0Og9RTdOADlrE,2.0,5.0,750010905,I may state to the Senator that I do not claim to have explored the subject completely. but I have read all I could find on it up to this time. I find only seven instances in which such a thing was done. and in each instance the action of the court was met with decided and vigorous protest. In the case in Rhode Island. to which the Senator refers. the judges were summoned before the legislature. and in the case in. North Carolina. to which he refers. a member of the Constitutional Convention from that Statethe Governorimmediately repudiated the action. On investigation I could find only seven instances in which the power had ever been even remotely asserted up to that time.,112,Democrat,S,5,1937,"(-0.847, 1.468]",0.7746084
R_3I0Og9RTdOADlrE,2.0,4.0,760196754,Mr. President. I submit for reference to the Committee on Printing with a view to its being printed as a document. with illustrations. a statement on the defense coordination of the Panama and Florida Canals.,139,Democrat,S,6,1939,"(1.357, 3.646]",1.7991837
R_3I0Og9RTdOADlrE,4.0,2.0,780083282,May I corret the gentleman and say that all of them have that?,122,Democrat,H,6,1943,"(-5.517, -3.22]",-0.49338279999999995
R_3I0Og9RTdOADlrE,2.0,4.0,780170108,"I listened to Walter last night. and I got the impression that. like every rat that deserts a sinking ship. he senses that the people are not with him. that they have caught on to his false. malicious propaganda. and that his foulness. his dirtiness. and his nastiness have so disgusted them that he no longer is the ""great I am."" But his sense of egotism is so developed and his mind is so warped and twisted. that having once started on that course it will be very difficult if not impossible for him ever to be decent. as are other Americans.",420,Republican,H,6,1943,"(-4.946, -2.789]",-2.6481497000000003
R_3I0Og9RTdOADlrE,2.0,4.0,790084715,I merely said I do not know of any which has.,127,Democrat,S,6,1945,"(-3.22, -0.931]",-1.0155665
R_3I0Og9RTdOADlrE,4.0,2.0,830167530,the greatest slavemasters in all of history. Yalta sounded the death knell for a free postwar Polish State. The decent. freedomliving people of Poland were again subjected to tyranny and oppression without the opportunity to fire a shot in their own defense. without a word of protest from their friends. Polish independence was flooded under the Red tide of Russian aggression. So once more the land of the Poles is occupied and oppressed. Her rights and beliefs are trampled upon like so much dirt. Her sons and daughters are executed at Katyn or exiled to slavelabor death camps for daring to speak against this regime which fears all that the Polish people hold to be true and decent and humane. Are we to stand idly aside and allow this most monstrous of crimes to be perpetrated? Are we. who believe so strongly in justice. to condone such outrageous injustices? Mr.,439,Republican,H,7,1953,"(-4.432, -2.345]",-2.7991773999999996
R_3I0Og9RTdOADlrE,2.0,2.0,880220994,I believe a full field investigation has been made. and I believe it may be in the hands of the Commission. But my point isI do not know if all its members have had time to study itwhy was it even necessary when Redlichs ECLC affiliation was on his application? Q,472,Republican,H,8,1963,"(1.513, 3.546]",2.1335497
R_3I0Og9RTdOADlrE,2.0,3.0,920054410,stand behind when it meets with the approval or disapproval of the Executive. Recognizing the fact that some Senators must offer amendments out of a feeling of duty to their constituents. I still appeal to the Senate as my chairman on the other side of the aisle did. to please not start blowing this bill up on the floor of the Senate.,483,Republican,S,9,1971,"(-2.949, -0.645]",-1.3366598
R_3I0Og9RTdOADlrE,4.0,3.0,930069844,nourishment. appearance and communication. The flow of new knowledge that has resulted from the programs of the National Institute of Dental Research has had an immediate and direct impact on the practitioner and his patients. Still greater achievements are now ready to emerge. One of the most promising developments is a sealant. still under study. which has provided near complete protection to the chewing surfaces of childrens teeth for extended periods of time. Other means for the reduction of tooth decay may also be expected to flow from the Institutes national caries program that was launched in 1971. Research in periodontal disease. which affects twothirds of all. middleaged Americans. has yielded significdnt data on the interplay. of immune responses to bacteria in the destruction of supporting tissue. Unchecked. this disease can lead to the loss of teeth and the erosion of supporting bones in the jaw. Dramatic improvements in diagnostic,496,Republican,H,9,1973,"(1.659, 3.963]",2.1872482000000004
R_3I0Og9RTdOADlrE,4.0,2.0,940112268,I am not charging the Senator with a smokescreen. I think the amendment itself Is a smokescreen. and it does-,481,Republican,S,9,1975,"(-5.263, -2.949]",-1.2079678999999999
R_3I0Og9RTdOADlrE,1.0,5.0,950158430,Mr. President. I introduce. by request. a bill to revise and improve the laws relating to the documentation of vessels. and for other purposes. which has been requested by the Department of Transportation. I ask unanimous consent that the text of the bill and a sectionbysection analysis prepared by the Department be printed in the RECORD at the conclusion of my remarks.,196,Democrat,S,9,1977,"(1.827, 3.87]",2.3891622999999997
R_3I0Og9RTdOADlrE,4.0,2.0,990146019,accruals on the black lung indebtedness that will cost $2 billion. I do not think we should have changed the quality control under Medicaid and AFDC. Those were savings. We changed them. I do not think we should have put the Superfund. as we planned to do it in this bill. in the manner that it originally came to us. But we did not take the President very seriously until about now. I think that is kind of too bad. I think we have to do what the majority leader suggested and give it at least a chance to survive. Mr. President. how much time do I have remaining?,206,Democrat,S,10,1985,"(-2.632, -0.567]",-1.310361
,,,750053751,I am very much in sympathy with the proponents of this bill,102,Democrat,H,5,1937,"(-5.486, -3.162]",-2.1045365
R_1kUqd8QuOoe85kU,4.0,3.0,470091007,of necessity. But it was not adhered to one moment longer than the necessity existed. The system was adopted in the administration of the elder Adams. when war was expected with France. but nothing tended more to excite popular opposition to his administration than this system of taxation. except the alien and sedition acts. One of the first acts of Mr. Jeffersons administration was to wipe them from the statute book. The present system was adopted during the late lamentable war between the States. We do not now require its continuance. Tariff duties. if properly laid. will yield us an abundant revenue. These internal taxes bear much more oppressively upon the people than do import duties. I would take off the tax not only on matches. and the tax on bankchecks. and all else that is embraced in this bill. but I would if I could. as I have stated. repeal the whole system. I would abolish entirely the onerous and unjust tax on tobacco. on whisky. and on distilled and refined spirits. These are taxes which come upon the laboring masses. I would let the burdens of our Government fall elsewhere than upon the labor of the country.,9,Democrat,H,0,1881,"(-2.779, -0.572]",-0.9794885
R_1kUqd8QuOoe85kU,3.0,4.0,510132012,The disability has to be continuous or an applicant is not entitled to receive a pension on account of a wound received or disease contracted in the service.,36,Democrat,H,1,1889,"(1.313, 3.503]",1.4298692
R_1kUqd8QuOoe85kU,3.0,4.0,580090360,you. To which the Senate replied. December 10. 1790: In confidence that every constitutional preliminary has been observed. we assure you of our disposition to concur in giving the requisite sanction to the admission of Kentucky as a distinct member of the Union. In doing which we shall anticipate the happy effects to express the sentiments of attachment toward the Ulon and its present government. which have been expressed by the patriotic inhabitants of that district. And the House. replying to the President. said: The preparatory steps taken by the State of Virginia. in concert with the district of Kentucky. toward the creation of the latter into a distinct member of the Union exhibit a liberality honorable to the parties. We shall bestow on this important subject the favorable consideration which It merits. and. with the national policy which ought to govern our decision. shall not fail to mingle the,54,Democrat,S,2,1905,"(-0.623, 1.409]",-0.4365773
R_1kUqd8QuOoe85kU,2.0,4.0,630026212,Yes. he was was to report at the next regular session.,77,Democrat,S,3,1913,"(1.475, 3.811]",1.9983921000000002
R_1kUqd8QuOoe85kU,3.0,2.0,760196754,Mr. President. I submit for reference to the Committee on Printing with a view to its being printed as a document. with illustrations. a statement on the defense coordination of the Panama and Florida Canals.,139,Democrat,S,6,1939,"(1.357, 3.646]",1.7991837
R_1kUqd8QuOoe85kU,3.0,4.0,810249769,I did not hear the name mentioned. But. it was out of that source that came those charges which were antiSemitic. for example. appeals to bigotry and hatred. appeals to people who were not possessed of a hateful mind and who did not have a hateful mind. but appeals to their emotionalism. the result of which would be the same as if they did possess a hateful mind.,145,Democrat,H,7,1949,"(-4.54, -2.449]",-1.5767062
R_1kUqd8QuOoe85kU,3.0,2.0,810253122,If the group to which the gentleman refers pursues the campaign of snooping on its fellowmembers that it has actually initiated. I shall ask the privilege of taking the floor of this House and denouncing the activity and the group in such terms as will admit of no doubt as to the scorn and contempt that I have for such activity.,147,Democrat,H,7,1949,"(-2.449, -0.366]",-1.1539706
R_1kUqd8QuOoe85kU,2.0,3.0,920181983,go over my prepared testimony with my colleagues here because of the tremendous importance I attach to the whole controversy. If nothing else. I hope it will serve as a reminder to the House that our concern of a month ago or 2 months ago. when the announcement was first made has not in any way diminished. but rather has. in fact. been reinforced upon further reflection. It only remains for me to add at this point that I believe Senator William M. Bulger. of Boston. the chairman of this commission. deserves the gratitude of all Americans along the eastern seaboard for the tremendous public service he is performing in focusing the attention of his commission on this matter of gravest concern. My testimony follows:,189,Democrat,H,9,1971,"(-2.258, -0.215]",0.36283302
R_1kUqd8QuOoe85kU,3.0,2.0,1010178738,"I thank the Chair. (The remarks of Mr. MITCHELL pertaining to the introduction of S. 2844 are located in todays REcoRD under ""Statements on Introduced Bills and Joint Resolutions."")",233,Democrat,S,11,1989,"(-0.00931, 1.955]",0.736557
R_1kUqd8QuOoe85kU,4.0,3.0,1020210397,safety program. Fifth. increased Federal law protection for railroad safety inspectors. Sixth. a rulemaking to assess the adequacy of current locomotive cab safety and environmental standards. Seventh. a safety Inquiry on FRAs radio standards and procedures. and on the status of advanced train control systems and whether Federal standards are necessary to ensure that they provide for positive train separation and are compatible nationwide. Eighth. Continuation of the Northeast Corridor Safety Committee created by RSIA. Ninth. a progress report on efforts to Improve working conditions in train dispatching offices. Tenth. establishment of new procedures to set monetary damage thresholds for the reporting of railroad accidents. Eleventh. an assessment of the use and effectiveness of total quality management techniques on railroad safety practices. Twelfth. a requirement that railroads report remedial actions taken after notification by FRA that a civil penalty will be recommended for a failure to comply with railroad safety,238,Democrat,S,11,1991,"(1.955, 3.919]",2.7489157000000004
R_1kUqd8QuOoe85kU,2.0,3.0,1080114879,cut the deficit in half at some time in the future. Multitrilliondollar surpluses to multitrilliondollar deficits. and you would think we were still in a period of surpluses. If you look at this legislation. it is a living. breathing argument that this system is broken. the way we do business. Spending is out of control and we are mortgaging the future of our children and our grandchildren. and there is no way that Medicare and Social Security can be viable when we are amassing these kinds of outrageous processes. I say shame on this body. shame on the appropriators. and shame on us because. on Thursday. we will. after a vote of dissatisfaction. now pass this outrageous spending bill. Americans have heard much about the growing problem of identity theft. We have before us the most costly case of identity theft imaginable. It appears that the big spenders in this,250,Democrat,S,12,2003,"(-2.143, -0.287]",-1.5180136
R_1kUqd8QuOoe85kU,4.0,3.0,1060101301,in my own defense. I appeal to people to -start looking at the real problems that exist in Puerto Rico right now. in terms of that range. I wish there was someplaceelse we could train other than this island of Vieques. When they say it is an inconvenience and it is noisy and it is just 10 miles this is the range. This is where the population is. It is 9.7 miles between here and here. I want to show you. by contrast. if you hold up the other chart. the two red areas are the live ranges that are where? In Oklahoma. Fort Sill. which is an artillery training range. a hot range. When I fly over the area. the controller tells me whethertheir range is hot or not. So there it is. these two ranges. Here is the population of Lawton. OK. So you can see the hot,254,Democrat,S,12,1999,"(-0.287, 1.569]",-0.23530610000000002
R_1kUqd8QuOoe85kU,3.0,4.0,1090071960,to have large stockpiles of this handbook. while others only receive a very limited number. I am also told that distribution of the handbook is largely left up to regional and local VA officials. A number of Wisconsin CVSOs have informed me that they are having trouble obtaining adequate supplies of this handbook. and that they often have to rely on VA health care facilities or other sources to obtain additional copies. While I recognize that the handbook is available for download on the Departments Web site and for purchase through the Government Printing Office. GPO. many CVSOs and. veterans service organizations do not have the resources to copy or purchase this handbook in large quantities. In addition. many veterans. particularly older veterans. do not have access toor are unable to usethe Internet and it seems unreasonable to charge them $7 to purchase the handbook from GPO. Veterans who want,256,Democrat,S,12,2005,"(1.569, 3.425]",2.43569
R_1kUqd8QuOoe85kU,4.0,2.0,CREC-2015-07-27-pt1-PgH5499-13,"Mr. Speaker, I yield myself such time as I may consume, and I rise in strong support of H.R. 2770, the Keeping Our Travelers Safe and Secure Act. Mr. Speaker, last May, the Department of Homeland Security inspector general released a report with a blunt and revealing title: ``The Transportation Security Administration Does Not Properly Manage Its Airport Screening Equipment Maintenance Program.'' The report revealed that TSA lacks strict policies and procedures for maintaining critical screening technology, including x-ray machines and explosive detection equipment. The consequences of this deficiency could be severe. First, as the inspector general's report noted, the lack of regular maintenance reduces the life of screening equipment, which means TSA would have to incur the cost of new equipment. That is a problem for American taxpayers. Even more importantly, the inspector general also noted that, if screening equipment becomes less than fully operational, TSA will be forced",279,Democrat,H,13,2015,"(1.468, 3.407]",3.0239835
R_1kUqd8QuOoe85kU,3.0,4.0,460161509,before him to show how glorious was the struggle and how grandin all the tide of time the triumph of northern soldiers when the principle of freedom stamped out a slaveholding rebellion. And unless we show how great and powerful was that struggle against which we fought our soldiers and our men will lose their full raced of praise before the world. Now then these are wrivate papers which are to be purchased. If they are valuable to our Government we ought to buy them. for they belong to widows and orphans who. according to the spirit of our Constitution and the spirit of our people. are not held responsible for the political crimes of which their fathers or sons were guilty. Therefore I say it becomes us as men. and as members of this great Government. to value these things which belong to widows and orphans at their proper,306,Republican,H,0,1881,"(-2.845, -0.724]",-2.171981
R_1kUqd8QuOoe85kU,2.0,3.0,550074750,And now I want to baptize the gentleman before he backslides.,317,Republican,H,1,1897,"(-4.789, -2.727]",-1.0813496
R_1kUqd8QuOoe85kU,4.0,3.0,590036788,I think the bill Is all right. and I am willing to take the judgment of the Secretary ofthe Treasury. who is daily dealing with problems of this kind.,349,Republican,H,2,1905,"(-0.704, 1.406]",-0.7260460999999999
R_1kUqd8QuOoe85kU,2.0,3.0,620274941,No. but committed to the legislation that this exposition indorses. encourages. and advocates. not in theory. but in practice and by practical demonstration.,370,Republican,H,3,1913,"(-0.686, 1.466]",0.33781105
R_1kUqd8QuOoe85kU,3.0,4.0,620244089,There had been some negotiations along prior to that. but until the time our committee returned from Alaska and made its report. and for some time back. no negotiations were pending.,376,Republican,S,3,1911,"(1.466, 3.618]",1.4109839
R_1kUqd8QuOoe85kU,2.0,3.0,710201302,I regret that time does not permit a further analysis of time pending resolution.,412,Republican,H,5,1929,"(1.554, 3.72]",0.84455395
R_1kUqd8QuOoe85kU,2.0,3.0,810320064,This work is done by the airway traffic controls. It is a part of their regular work. and I would not anticipate that any additional funds would be required. I have no knowledge that the Department has requested it.,452,Republican,H,7,1949,"(1.812, 3.89]",2.6004603
R_1kUqd8QuOoe85kU,3.0,2.0,850013325,But there are additional services. For instance. 5.000 new carrier routes to be established. some of them in the gentlemans own district.,456,Republican,H,7,1957,"(1.812, 3.89]",1.6003317
R_1kUqd8QuOoe85kU,4.0,3.0,900279364,I guess we had some down here not long agodown here in shantytown.,458,Republican,H,8,1967,"(-4.595, -2.554]",-1.2111188999999998
R_1kUqd8QuOoe85kU,4.0,3.0,860124442,"course of this existence."" Mr. President. I love. in a moment of quiet and introspection. to stand on this pinnacle of age. which. I suppose. is one of the delights of advancing years. and look back and see others as they come along. I hope my constituents will not interpret that statement as a confession that I am approaching senescence and senility. I never felt better. I never had more vigor in my life. I have reduced my waist line very considerably. I took off about 45 pounds. And may I say that one of the reasons for it is that one day in a colloquy here in the front row the majority leader was chiding me about my waist line. I said. ""All right. I will accept that challenge. How much do you think I ought to take off?"" He said. ""I think you ought to take off 40",464,Republican,S,8,1959,"(-2.554, -0.52]",-1.8514858
R_1kUqd8QuOoe85kU,3.0,4.0,990120408,My guess is that overwhelmingly the American people Utah DMr of.or. dko Mwolrte haveus made fihadt ittanouldnlma oryedigt wotid rthe hae a igh an ge ime. I an wondering. since we are talk over with and start cleaning up the in spending IgaotGamRdaanFer,501,Republican,H,10,1985,"(-4.453, -2.394]",-2.2333431
R_1kUqd8QuOoe85kU,2.0,4.0,960015837,"Mr. Speaker. today I am introducing a bill to provide for accelerated depreciation. The report released by the Joint Economic Committee on Monday of this week puts great emphasis on the need for an increase in productivity. The report states as follows: An increase in productivity is the key to improvement in our economic standard of living and to the reduction of inflation. The Council of Economic Advisers in their 1978 report termed the productivity slowdown ""one of the most significant economic problems in recent years."" In my judgment a substantial contributing factor to the slowdown in productivity is the growing lack of capital investment in modernization of our industrial economy. The bill I am introducing today will allow a much faster recovery of capital by allowing a taxpayer to write off Governmentmandated nonproductive equipment in 1 year. to depreciate the tools of manufacturing. production or extraction in 5 years",509,Republican,H,10,1979,"(-0.344, 1.706]",1.4075469999999999
R_1kUqd8QuOoe85kU,3.0,4.0,990062660,contractors for their own use. and it is standard practice in private industry to use this information to calculate the efficiency of work on a contract. Using this kind of information. Air Force industrial engineers calculated that it was taking Hughes Aircraft 17 times longer than it should have to make a Maverick missile. This information can be used to calculate efficiency rates by comparing what the companies engineers estimate it should take to do a job with what it is actually taking. In the private sector. this kind of efficiencyrate averages about 95 percent. Using Information provided by the Air Force at the request of a Senator. defense contractor efficiency rates for a dozen weapons systems averaged only 25 percent. It is important to note that all of these figures would be based on what the companies own engineers have estimated. and that these calculations can take into account,515,Republican,E,10,1985,"(1.706, 3.757]",2.4577556
R_1kUqd8QuOoe85kU,2.0,4.0,1020146926,Mr. Speaker. this past Saturday marked the 18th anniversary of the Sabbath of Remembrance for four young SyrianJewish women who were brutally raped and murdered during their escape attempt from Syria. The mutilated bodies of sisters Mazal. Laura. and Farah Sebbagh. and their cousin Eva Saad. were abominably dumped in sacks at their parents doors. Nearly two decades later. freedom has not yet come for this tiny SyrianJewish community. The congressional caucus for Syrian Jewry. on which I serve as cochairman. continues to urge its members to advocate for freedom on behalf of this oppressed Syrian population. That today is Purim only. heightens the urgency of Syrian Jewrys much needed redemption. Mr. Speaker. the Purim festival recalls how the Jews of the Persian Empire were saved from annihilation decreed by the Persian king at the behest of his evil vizier. Haman. There is no Jewish community in the world today,518,Republican,H,11,1991,"(-4.24, -2.325]",-1.9050914
